date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Tue Sep 27 2016 11:41:54 GMT-0400 (Eastern Daylight Time),,, ,Sales Manager,I have been working at The RealReal,0,"Excellent benefits. As a sales manager, I have received consistent support from supervising Directors. Goals and expectations are reasonable and attainable. Cutting edge technology with good training and support. Excellent opportunities for growth.",Improved management communication with field employees.,,5.0,4.0,4.0,4.0,5.0,4.0
Sat Sep 24 2016 19:46:58 GMT-0400 (Eastern Daylight Time),,, ,Fulfillment,I worked at The RealReal,1,Really great work atmosphere and you are left to work independently.,Management is everywhere. Some don't know what they are doing.,Think before you speak.,4.0,3.0,3.0,4.0,3.0,3.0
Wed Aug 31 2016 16:17:44 GMT-0400 (Eastern Daylight Time), Copywriter,,Former Employee ,Anyone rating this above 3 stars is fake,I worked at The RealReal full-time for more than a year,21,"Great creative people working here as a passing by, until things get figured out. You can make great connections here as far as friendship and even future endeavors go!","The reason why TRR is growing rapidly is simultaneously working towards its demise; incredible volume. Directors, VP's, the CEO and managers are blinded by the numbers they aim to procure, yet fail to foster its growth. Watching Trr grow over the past two years is like watching someone blow air into a water balloon- it's just not meant to fill like that, and you're anticipating the pop. 

Everything they aim to do...","How do you tell a mess to clean itself up? Meditate or something, then let go of all the messy queens. Letting this place go in peace, best of luck TRR.",2.0,2.0,1.0,2.0,2.0,2.0
Sun Aug 21 2016 18:25:41 GMT-0400 (Eastern Daylight Time),,,Valuation Manager ,Rapidly growing company with exciting future,I have been working at The RealReal,3,"The company is growing at a phenomenal rate, leading to many opportunities. They are committed to their core mission of doing luxury consignment better and at a larger scale than anyone else and are succeeding. Management is very responsive and accessible. Great work/life balance, competitive pay and good benefits. Having worked in other companies in the luxury field, the overall transparency and lack favoritism...",It's an expanding business which can lead to growing pains. It would not be a good fit for someone who isn't comfortable working independently.,,5.0,5.0,4.0,5.0,4.0,5.0
Thu Aug 25 2016 17:43:50 GMT-0400 (Eastern Daylight Time),,"Secaucus, NJ","Manager in Secaucus, NJ",Dynamic & Constantly Evolving,I have been working at The RealReal for more than a year,2,"My experiences at The RealReal have been both exciting and fulfilling. While there is an abundance of opportunity for personal growth, collaborative efforts are encouraged, and the company's structure fosters synergy.

As the company continues to expand it's growth efforts, the future looks increasingly bright for those who embrace the culture and the CEO's philosophies. To these ends, employees are afforded a...","Change can be fast and relentless; those that are unable to embrace the company's system of constant self-evaluation, may find themselves frustrated with the myriad of priorities.",,4.0,4.0,5.0,4.0,4.0,4.0
Tue Aug 30 2016 22:14:20 GMT-0400 (Eastern Daylight Time),,, ,Don't do it,I have been working at The RealReal,5,$50 food stipend to spend for each month.,Employees are paid a minimal wage.,"Start paying employees a decent wage! A $1 raise or bringing everyone up to the upcoming minimum wage isn't going to make anyone ""live more comfortably in SF""!",2.0,1.0,1.0,2.0,1.0,2.0
Thu Aug 18 2016 05:51:09 GMT-0400 (Eastern Daylight Time),,, ,Fast-paced and pretty enjoyable,I worked at The RealReal,2,"You don't have to deal with customers, there's usually free food and snacks often, and you will have some great coworkers. My manager was really nice and always made me feel valued and appreciated. You get to work with some really beautiful clothing. This is one of the better jobs I've had.","The CEO treats some of her staff like lower-class citizens, often throwing fits and placing blame when monetary goals/deadlines aren't met. There seems to be a large disparity in salaries: the people taking in merchandise, writing product copies, and doing the bulk of the work under pressure just don't make enough money to survive in San Francisco. Meanwhile, web developers and upper management are making 4x your...","Please, don't flaunt $1500 shoes and hire a brass band while paying some employees less than a living wage. Aside than that, most of the managers are pretty competent and good at their jobs. Just remember that the people under you work hard and want to do a good job, so keep encouraging them and standing up for them.",3.0,3.0,4.0,4.0,3.0,1.0
Wed Sep 14 2016 13:50:50 GMT-0400 (Eastern Daylight Time),,"Secaucus, NJ",Former Employee ,Customer returns specialist,I worked at The RealReal full-time,8,Free lunch was the only positive thing about this company.,"Horrible company to work for. Was a returns specialist in a warehouse environment with terrible working conditions. Managers are nosey, everyone hates their positions here. Way too much work for $15.00 an hour. DO NOT APPLY HERE!",,1.0,1.0,2.0,1.0,2.0,1.0
Wed Jul 27 2016 20:25:12 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA","Copywriter in San Francisco, CA",Great Company,I worked at The RealReal for less than a year,3,"Fun environment to work in
Free coffee 
Lunch allowance","Relocating out side of the city
Management can be unprofessional at times
Left alone a lot during training with little check up",Stop playing favorites.,4.0,5.0,5.0,4.0,5.0,4.0
Sun Aug 14 2016 16:26:00 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA"," in San Francisco, CA",Believe the negative reviews,I worked at The RealReal for less than a year,12,"Beautiful office.
Meal stipend.
Very good benefits.","Lack of thorough training. 
Uptight atmosphere.
Colleagues are polite but not friendly.
Feels like a sorority or high school clique mentality.
Individuality not accepted.","The attitude needs to change from the very top, because it just leads to stressed out upper management, then trickles down to middle management down to associates.",1.0,1.0,1.0,1.0,4.0,1.0
Tue Jul 12 2016 14:24:53 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA","Director in San Francisco, CA",Deserves negative 5 stars,I worked at The RealReal,23,The only pro was that I met great people there - most of whom have left the company.,"Where to begin? Terms commonly used by people that work there (and I'm trying to be as pc as possible): soul sucking, dysfunctional, disrespectful, unorganized, corrupt, embarassing, sad, depressing, unprofessional, etc. The upper management there gets paid a ton, too much, and the people who do the grunt work don't even get benefits. It is a sad place to work if you aren't constantly sucking up to certain...","Stop playing favorites, get your heads on straight, and be fair for once.",1.0,1.0,1.0,1.0,1.0,1.0
Mon Jul 18 2016 19:56:16 GMT-0400 (Eastern Daylight Time),,"Secaucus, NJ","Consignor Relations in Secaucus, NJ",Absolutely demeaning role,I worked at The RealReal for more than a year,8,This job will make you want to kill yourself. none.,Absolutely pointless middle management. Useless.,Start looking for new jobs.,1.0,1.0,1.0,1.0,1.0,1.0
Mon Jul 11 2016 15:22:49 GMT-0400 (Eastern Daylight Time), Fashion Product Receiver,"Secaucus, NJ",Former Employee ,Good Potential but needs A LOT of work,I worked at The RealReal full-time for more than a year,9,Hours aren't that bad. It's nice that they provide lunch and breakfast on designated days because they definitely don't have to. Learned a lot about the various brands.,1. The warehouse environment was torturous especially during these hot summer months it felt like a sweat shop! Absolutely horrible they expected us still to hit high goals with it being super hot and showing little care at all. 2. Communication absolutely sucked and management did not know how to speak to people at all. The fact that they feel that they feel they can do whatever they want seriously needs to be...,Think before you speak! Also an attitude that you will not go anywhere you will certainly loose great employees.,1.0,1.0,1.0,2.0,1.0,
